biomarker_id	biomarker	assessed_biomarker_entity	assessed_biomarker_entity_id	assessed_entity_type	condition	condition_id	exposure_agent	exposure_agent_id	best_biomarker_role	specimen	specimen_id	loinc_code	evidence_source	evidence	tag	vocab_pattern	biomarker_controlled_vocab	component_group	flags
AN6450-1	increased TXB2 level	thromboxane B2	CHEBI:28728	metabolite	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	3012-2	PubMed:32757722	Biomarkers of platelet activity and vascular health are significantly associated with the composite outcome of thrombosis or death in hospitalized patients with COVID-19. Increased plasma TxB2 levels indicate the activation of platelets via COX-1.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of metabolite thromboxane B2/CHEBI:28728	202353	
AN6758-1	increased TPβ  level	Thromboxane A2 receptor	UPKB:P21731	protein	urinary bladder cancer	DOID:11054			prognostic	urine	UBERON:0001088	3012-2	PubMed:21983220	We found increased levels of thromboxane B(2) (TXB(2)) the major metabolite of TXAS and increased levels of the TP beta receptor. These results raised the possibility that patients with bladder cancer may be followed for progression or remission of their disease by quantitation of these substances in their urine.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein TBXA2R/UPKB:P21731	202354	
AN6450-2	increased TXB2 level	thromboxane B2	CHEBI:28728	metabolite	urinary bladder cancer	DOID:11054			prognostic	urine	UBERON:0001088	3012-2	PubMed:21983220	We found increased levels of thromboxane B(2) (TXB(2)) the major metabolite of TXAS and increased levels of the TP beta receptor. These results raised the possibility that patients with bladder cancer may be followed for progression or remission of their disease by quantitation of these substances in their urine.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of metabolite thromboxane B2/CHEBI:28728	202355	
AN6452-1	increased MPV level	Mean platelet volume	NCIt:C74730	cell	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	28542-9	PubMed:32757722	Biomarkers of platelet activity and vascular health are significantly associated with the composite outcome of thrombosis or death in hospitalized patients with COVID-19. MPV is a biomarker of platelet hyperactivity.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of cell mean platelet volume/NCIt:C74730	202356	
AN6453-1	decreased PLR	Platelet-to-lymphocyte ratio	NCIt:C189503	cell	colorectal cancer	DOID:9256			diagnostic	blood	UBERON:0000178	28542-9	PubMed:30800188	NRL, PLR, and MPV may be useful markers in diagnostic and early recognition of different stages of CRC; additionally combined all together have stronger diagnostic efficacy.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell platelet-to-lymphocyte ratio/NCIt:C189503	202357	
AN6454-1	decreased NLR	Neutrophil-to-lymphocyte ratio	NCIt:C141271	cell	colorectal cancer	DOID:9256			diagnostic	blood	UBERON:0000178	28542-9	PubMed:30800188	NRL, PLR, and MPV may be useful markers in diagnostic and early recognition of different stages of CRC; additionally combined all together have stronger diagnostic efficacy.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell neutrophil-to-lymphocyte ratio/NCIt:C141271	202358	
AN6455-1	decreased MPV	Mean platelet volume	NCIt:C74730	cell	colorectal cancer	DOID:9256			diagnostic	blood	UBERON:0000178	28542-9	PubMed:30800188	NRL, PLR, and MPV may be useful markers in diagnostic and early recognition of different stages of CRC; additionally combined all together have stronger diagnostic efficacy.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of cell mean platelet volume/NCIt:C74730	202359	
AN6456-1	increased C5 level	Complement C5	UPKB:P01031	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178	4505-4	PubMed:33123364	We identified elevated levels of plasma C3a and C5a in HD patients with severe COVID-19 compared with controls. Serial sampling identified that C5a levels were elevated prior to clinical deterioration in patients who developed severe disease. C3a more closely mirrored both clinical and biochemical disease severity.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein C5/UPKB:P01031	202360	
AN6456-2	increased C5 level	Complement C5	UPKB:P01031	protein	head and neck cancer	DOID:11934			prognostic	blood	UBERON:0000178	4505-4	PubMed:29423024	Higher C5a concentrations correlated with tumor differentiation and OSCC extension state.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein C5/UPKB:P01031	202361	
AN6457-1	increased C3 level	Complement C3	UPKB:P01024	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:33123364	We identified elevated levels of plasma C3a and C5a in HD patients with severe COVID-19 compared with controls. Serial sampling identified that C5a levels were elevated prior to clinical deterioration in patients who developed severe disease. C3a more closely mirrored both clinical and biochemical disease severity.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein C3/UPKB:P01024	202362	
BB1524-1	increased AFP level	Alpha-fetoprotein	UPKB:P02771	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:20012107	A combined analysis of the C3a fragment, AFP and DCP led to a 98% positive identification rate. In addition, the measurable C3a fragment in some HCC patients was not only significantly higher in the year of HCC onset compared to the pre-onset year, but also decreased after treatment.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein AFP/UPKB:P02771	202363	
BB1524-1	increased AFP level	Alpha-fetoprotein	UPKB:P02771	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:18422961	Levels of DCP, AFP and AFP L-3 were significantly higher in patients with HCC than in those without HCC. High levels of AFP correlated with diffuse type of HCC.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein AFP/UPKB:P02771	202363	
BB1524-1	increased AFP level	Alpha-fetoprotein	UPKB:P02771	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:17522429	DCP was significantly better than total AFP and AFP-L3 in differentiating HCC from cirrhosis, with a sensitivity of 86% and specificity of 93%. All 3 markers had a lower area under the ROC curve and lower sensitivity in the group with high versus that with low risk for HCC. DCP has the best performance characteristics of all 3 serum markers for the diagnosis of HCC. Performance of all 3 biomarkers is lower in patients with high risk for HCC. each marker had higher levels in patients with HCC compared to cirrhotic controls.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein AFP/UPKB:P02771	202363	
BB1524-1	increased AFP level	Alpha-fetoprotein	UPKB:P02771	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:19362088	AFP was more sensitive than DCP and AFP-L3 for the diagnosis of early and very early stage HCC.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein AFP/UPKB:P02771	202363	
BB1524-1	increased AFP level	Alpha-fetoprotein	UPKB:P02771	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:12717392	DCP was more sensitive and specific than AFP for differentiating HCC from nonmalignant chronic liver disease. Four groups were studied: G1, normal healthy subjects; G2, patients with noncirrhotic chronic hepatitis; G3, patients with compensated cirrhosis; and G4, patients with histologically proven HCC. AFP levels increased progressively from G1 to G4.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein AFP/UPKB:P02771	202363	
BB1524-1	increased AFP level	Alpha-fetoprotein	UPKB:P02771	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:25382443	This study aimed to investigate the clinical utility of simultaneous measurement of alpha-fetoprotein (AFP) for hepatocellular carcinoma (HCC) diagnosis caused by hepatitis B virus infection. Subjects were 1,153 individuals had serum levels of AFP that were measured and clinicopathological features were determined for all subjects. Results showed that the levels of AFP were significantly higher in hepatocellular carcinoma group (550 patients, 74.18% with HBV infection) than that in other four groups (P < 0.001). Receiver operating curves (ROC) indicated the optimal cut-off value was 21 ng/mL for AFP with a sensitivity of 68.00% and specificity of 93.20%. The area under ROC curve was 0.832 for AFP.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein AFP/UPKB:P02771	202363	
BB1524-1	increased AFP level	Alpha-fetoprotein	UPKB:P02771	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:16534867	AFP mRNA has been shown to correlate with the metastasis and recurrence of HCC, and it may be the most useful marker to prefigure the prognosis.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein AFP/UPKB:P02771	202363	
AN6557-1	increased DCP1A level	mRNA-decapping enzyme 1A	UPKB:Q9NPI6	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:20012107	A combined analysis of the C3a fragment, AFP and DCP led to a 98% positive identification rate. In addition, the measurable C3a fragment in some HCC patients was not only significantly higher in the year of HCC onset compared to the pre-onset year, but also decreased after treatment.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein DCP1A/UPKB:Q9NPI6	202364	
AN6557-1	increased DCP1A level	mRNA-decapping enzyme 1A	UPKB:Q9NPI6	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:17522429	DCP was significantly better than total AFP and AFP-L3 in differentiating HCC from cirrhosis, with a sensitivity of 86% and specificity of 93%. All 3 markers had a lower area under the ROC curve and lower sensitivity in the group with high versus that with low risk for HCC. DCP has the best performance characteristics of all 3 serum markers for the diagnosis of HCC. Performance of all 3 biomarkers is lower in patients with high risk for HCC. Each marker had higher levels in patients with HCC compared to cirrhotic controls.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein DCP1A/UPKB:Q9NPI6	202364	
AN6557-1	increased DCP1A level	mRNA-decapping enzyme 1A	UPKB:Q9NPI6	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:19362088	AFP was more sensitive than DCP and AFP-L3 for the diagnosis of early and very early stage HCC.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein DCP1A/UPKB:Q9NPI6	202364	
AN6557-1	increased DCP1A level	mRNA-decapping enzyme 1A	UPKB:Q9NPI6	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:16534867	AFP mRNA has been shown to correlate with the metastasis and recurrence of HCC, and it may be the most useful marker to prefigure the prognosis.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein DCP1A/UPKB:Q9NPI6	202364	
AN6557-1	increased DCP1A level	mRNA-decapping enzyme 1A	UPKB:Q9NPI6	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:18422961	Levels of DCP, AFP and AFP L-3 were significantly higher in patients with HCC than in those without HCC.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein DCP1A/UPKB:Q9NPI6	202364	
AN6557-1	increased DCP1A level	mRNA-decapping enzyme 1A	UPKB:Q9NPI6	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:12717392	DCP was more sensitive and specific than AFP for differentiating HCC from nonmalignant chronic liver disease.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein DCP1A/UPKB:Q9NPI6	202364	
AN6557-1	increased DCP1A level	mRNA-decapping enzyme 1A	UPKB:Q9NPI6	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:25382443	This study aimed to investigate the clinical utility of simultaneous measurement of des-gamma-carboxy prothrombin (DCP) for hepatocellular carcinoma (HCC) diagnosis caused by hepatitis B virus infection. Subjects were 1,153 individuals had serum levels of DCP that were measured and clinicopathological features were determined for all subjects. Results showed that the levels of DCP and AFP were significantly higher in hepatocellular carcinoma group (550 patients, 74.18% with HBV infection) than that in other four groups (P < 0.001). Receiver operating curves (ROC) indicated the optimal cut-off value was 86 mAU/mL for DCP with a sensitivity of 71.50% and specificity of 86.30%. The area under ROC curve was 0.846 for AFP.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein DCP1A/UPKB:Q9NPI6	202364	
AN6457-2	increased C3 level	Complement C3	UPKB:P01024	protein	liver cancer	DOID:3571			diagnostic	blood	UBERON:0000178		PubMed:20012107	C3a fragment is a potential marker for the early detection of HCV-related HCC.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein C3/UPKB:P01024	202365	
AN6460-1	increased CX3CL1 level	Fractalkine	UPKB:P78423	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32582936	Serum levels of fractalkine, vascular cell adhesion molecule-1 (VCAM-1), intercellular adhesion molecule 1 (ICAM-1), and vascular adhesion protein-1 (VAP-1) were elevated in patients with mild disease, dramatically elevated in severe cases, and decreased in the convalescence phase.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein CX3CL1/UPKB:P78423	202366	
AN6461-1	increased NF-κB/p65 level	Transcription factor p65	UPKB:Q04206	protein	pancreatic cancer	DOID:1793			diagnostic	blood	UBERON:0000178		PubMed:28845524	The expression of fractalkine/CX3CR1 was detected by immunohistochemistry and western blotting. The levels of AKT/p-AKT, BCL-xl, and BCL-2 were detected by western blotting.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein RELA/UPKB:Q04206	202367	
AN6462-1	increased BCL-2 level	Apoptosis regulator Bcl-2	UPKB:P10415	protein	pancreatic cancer	DOID:1793			diagnostic	blood	UBERON:0000178		PubMed:28845524	The expression of fractalkine/CX3CR1 was detected by immunohistochemistry and western blotting. The levels of AKT/p-AKT, BCL-xl, and BCL-2 were detected by western blotting.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein BCL2/UPKB:P10415	202368	
AN6463-1	increased BCL-xl level	Bcl-2-like protein 1	UPKB:Q07817	protein	pancreatic cancer	DOID:1793			diagnostic	blood	UBERON:0000178		PubMed:28845524	The expression of fractalkine/CX3CR1 was detected by immunohistochemistry and western blotting. The levels of AKT/p-AKT, BCL-xl, and BCL-2 were detected by western blotting.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein BCL2L1/UPKB:Q07817	202369	
AN6464-1	increaesd AKT/p-AKT level	RAC-alpha serine/threonine-protein kinase	UPKB:P31749	protein	pancreatic cancer	DOID:1793			diagnostic	blood	UBERON:0000178		PubMed:28845524	The expression of fractalkine/CX3CR1 was detected by immunohistochemistry and western blotting. The levels of AKT/p-AKT, BCL-xl, and BCL-2 were detected by western blotting.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein AKT1/UPKB:P31749	202370	
AN6460-2	increased CX3CL1 level	Fractalkine	UPKB:P78423	protein	pancreatic cancer	DOID:1793			diagnostic	blood	UBERON:0000178		PubMed:28845524	Fractalkine/CX3CR1 could serve as a diagnostic marker and as a potential target for chemotherapy in early stage pancreatic cancer.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein CX3CL1/UPKB:P78423	202371	
AN6465-1	increased VCAM-1 level	Vascular cell adhesion protein 1	UPKB:P19320	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	75627-0	PubMed:32582936	Serum levels of fractalkine, vascular cell adhesion molecule-1 (VCAM-1), intercellular adhesion molecule 1 (ICAM-1), and vascular adhesion protein-1 (VAP-1) were elevated in patients with mild disease, dramatically elevated in severe cases, and decreased in the convalescence phase.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein VCAM1/UPKB:P19320	202372	
AN6465-2	increased VCAM-1 level	Vascular cell adhesion protein 1	UPKB:P19320	protein	colorectal cancer	DOID:9256			prognostic	blood	UBERON:0000178	75627-0	PubMed:24771582	The current findings demonstrate that VCAM1 promotes tumor progression in CRC.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein VCAM1/UPKB:P19320	202373	
AN6466-1	increased ICAM-1 level	Intercellular adhesion molecule 1	UPKB:P05362	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	17174-4	PubMed:32582936	Serum levels of fractalkine, vascular cell adhesion molecule-1 (VCAM-1), intercellular adhesion molecule 1 (ICAM-1), and vascular adhesion protein-1 (VAP-1) were elevated in patients with mild disease, dramatically elevated in severe cases, and decreased in the convalescence phase.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein ICAM1/UPKB:P05362	202374	
AN6467-1	increased HELLS level	Twinkle mtDNA helicase	UPKB:Q96RR1	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178	17174-4	PubMed:32195055	An improved prognosis was associated with increased Helicase, Lymphoid-Specific (HELLS) and decreased Intercellular adhesion molecule 1 (ICAM1) mRNA expression in lung cancer patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein TWNK/UPKB:Q96RR1	202375	
AN6468-1	decreased ICAM-1 level	Intercellular adhesion molecule 1	UPKB:P05362	protein	lung cancer	DOID:1324			prognostic	blood	UBERON:0000178	17174-4	PubMed:32195055	Improved prognosis was associated with ‚Ä¶ decreased Intercellular adhesion molecule 1 (ICAM1) mRNA expression in lung cancer patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of protein ICAM1/UPKB:P05362	202376	
AN6469-1	increased AOC3 level	Membrane primary amine oxidase	UPKB:Q16853	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32582936	Serum levels of fractalkine, vascular cell adhesion molecule-1 (VCAM-1), intercellular adhesion molecule 1 (ICAM-1), and vascular adhesion protein-1 (VAP-1) were elevated in patients with mild disease, dramatically elevated in severe cases, and decreased in the convalescence phase.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein AOC3/UPKB:Q16853	202377	
AN6469-2	increased AOC3 level	Membrane primary amine oxidase	UPKB:Q16853	protein	breast cancer	DOID:1612			prognostic	blood	UBERON:0000178		PubMed:30160019	VAP-1 is shown to be a biomarker that can predict invasive potential and clinical outcome in breast cancer.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein AOC3/UPKB:Q16853	202378	
AN6470-1	decreased SELENOP level	Selenoprotein P	UPKB:P49908	protein	COVID-19	DOID:0080600			prognostic	blood	UBERON:0000178		PubMed:32708526	The Se status was significantly higher in samples from surviving COVID patients as compared with non-survivors (Se; 53.3 ¬± 16.2 vs. 40.8 ¬± 8.1 ¬µg/L, SELENOP; 3.3 ¬± 1.3 vs. 2.1 ¬± 0.9 mg/L), recovering with time in survivors while remaining low or even declining in non-survivors. We conclude that Se status analysis in COVID patients provides diagnostic information patients suffering from COVID-19 display a deficiency in the essential trace element Se in blood, along with low concentrations of the Se transporter SELENOP and low enzymatic activity of the secreted GPx3.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of protein SELENOP/UPKB:P49908	202379	
AN6471-1	increased IL17A level	Interleukin-17A	UPKB:Q16552	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	82334-4	PubMed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL17A/UPKB:Q16552	202380	
AN6472-1	increased IL18 level	Interleukin-18	UPKB:Q14116	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178	33823-6	PubMed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL18/UPKB:Q14116	202381	
AN6473-1	increased IL15 level	Interleukin-15	UPKB:P40933	protein	COVID-19	DOID:0080600			monitoring	blood	UBERON:0000178		PubMed:32576222	Levels of VEGF-D, TNF-alpha, SCF, LIF, IL-2, IL-4, IL-6, IL-8, IL-10, IL-15, IL-17A, IL-18, IL-1 beta, and IFN-gamma were significantly higher in the critical group than in the severe group (Table 1).	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein IL15/UPKB:P40933	202382	
AN6474-1	presence of L858R mutaion in EGFR	EGFR	NCBI:1956	gene	lung cancer	DOID:1324			diagnostic	lung	UBERON:0002048	13659-8	PubMed:23599147	EGFR mutation-specific (E746-A750del and L858R) antibodies could be an additional tool distinguishing primary versus metastatic carcinomas in the lung. EGFR mutation-specific antibodies are negative in other tumors that overexpress wild-type EGFR protein.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:presence of;mod_type:sequence variation	Presence of bmkb_I::L858R sequence variation in gene EGFR/NCBI:1956	202383	check_entity
AN6760-1	decreased APOA1 level	Apolipoprotein A-I	UPKB:P02647	protein	lung cancer	DOID:1324			diagnostic	blood	UBERON:0000178	4542-7	PubMed:27648369	HP may be a potential serological biomarker for lung adenocarcinoma diagnostics, especially in male subjects. We found that HP levels were significantly higher and APOA1 levels were significantly lower in lung cancer patients. However, after the participants were stratified by gender, the expression trends of HP and APOA1 in lung cancer patients existed only in men, which is gender specific phenomenon. HP, APOA1 and carcinoembryonic antigen (CEA), used for distinguishing lung adenocarcinoma, had a sensitivity of 64%, 64% and 79%, respectively. Area under the ROC curve (AUC) of HP, APOA1 and CEA were 0.768, 0.761 and 0.884, respectively. When restricted to male subjects, HP, APOA1 and CEA showed sensitivity of 89%, 73% and 100%, respectively. AUC of HP, APOA1 and CEA were 0.929, 0.840 and 0.877, respectively.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of protein APOA1/UPKB:P02647	202384	
AN6476-1	increased HP level	Haptoglobin	UPKB:P00738	protein	lung cancer	DOID:1324			diagnostic	blood	UBERON:0000178	4542-7	PubMed:27648369	HP may be a potential serological biomarker for lung adenocarcinoma diagnostics, especially in male subjects. We found that HP levels were significantly higher and APOA1 levels were significantly lower in lung cancer patients. However, after the participants were stratified by gender, the expression trends of HP and APOA1 in lung cancer patients existed only in men, which is gender specific phenomenon. HP, APOA1 and carcinoembryonic antigen (CEA), used for distinguishing lung adenocarcinoma, had a sensitivity of 64%, 64% and 79%, respectively. Area under the ROC curve (AUC) of HP, APOA1 and CEA were 0.768, 0.761 and 0.884, respectively. When restricted to male subjects, HP, APOA1 and CEA showed sensitivity of 89%, 73% and 100%, respectively. AUC of HP, APOA1 and CEA were 0.929, 0.840 and 0.877, respectively.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein HP/UPKB:P00738	202385	
AN6477-1	increased ALCAM level	CD166 antigen	UPKB:Q13740	protein	skin cancer	DOID:4159			prognostic	skin epidermis	UBERON:0001003		PubMed:26134500	High ALCAM expression in primary melanoma cells (IRS >/=8) is strongly correlated with unfavorable prognosis as compared with patients with lower ALCAM immunoreactivity in tumor compartment as regards cancer specific overall survival (CSOS) (P = 0.001) and disease free survival (DFS) (P < 0.001). High ALCAM expression in melanoma cells of the primary tumor can be used as a marker of negative outcome and may indicate a more invasive phenotype of cancer cells, which would require a more intensive therapeutic strategy.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein ALCAM/UPKB:Q13740	202386	
AN6478-1	decreased BRMS1 level	Breast cancer metastasis-suppressor 1	UPKB:Q9HCU9	protein	skin cancer	DOID:4159			prognostic	skin epidermis	UBERON:0001003		PubMed:20935672	BRMS1 expression was significantly correlated with disease-specific 5-year survival of melanoma patients (P=0.007, log-rank test). Multivariate Cox regression analysis revealed that BRMS1 staining was an independent prognostic factor for melanoma patients (relative risk=0.51; confidence interval=0.29-0.91; P=0.022). BRMS1 expression was significantly decreased in metastatic melanoma compared with primary melanoma or dysplastic nevi (P=0.021 and 0.001, respectively, chi(2) test). BRMS1 may serve an important prognostic marker and therapeutic target for melanoma patients.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of protein BRMS1/UPKB:Q9HCU9	202387	
AN6479-1	presence of methylation in DCC	DCC	NCBI:1630	gene	head and neck cancer	DOID:11934			diagnostic	oral cavity	UBERON:0000167		PubMed:21558411	EDNRB, HOXA9, GATA4, NID2, KIF1A, DCC show differential methylation between cases and controls. Promoter methylation of KIF1A, NID2, and EDNRB had a moderate to substantial agreement with clinical diagnosis.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:presence of;mod_type:methylation	Presence of methylation of gene DCC/NCBI:1630	202388	
AN6480-1	decreased EDNRB level	Endothelin receptor type B	UPKB:P24530	protein	breast cancer	DOID:1612			prognostic	breast	UBERON:0000310		PubMed:32934717	EDNRB expression was low in TNBC samples (P<0.01). In conclusion, EDNRB was associated with a favorable prognosis in patients with TNBC, and may be used as a novel prognostic biomarker.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of protein EDNRB/UPKB:P24530	202389	
AN6481-1	presence of promoter methylation in EDNRB	EDNRB	NCBI:1910	gene	head and neck cancer	DOID:11934			diagnostic	oral cavity	UBERON:0000167		PubMed:21558411	EDNRB, HOXA9, GATA4, NID2, KIF1A, DCC show differential methylation between cases and controls. Promoter methylation of KIF1A, NID2, and EDNRB had a moderate to substantial agreement with clinical diagnosis.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:presence of;mod_type:methylation	Presence of methylation of gene EDNRB/NCBI:1910	202390	
AN6482-1	decreased GATA-4 level	Transcription factor GATA-4	UPKB:P43694	protein	breast cancer	DOID:1612			prognostic	breast	UBERON:0000310		PubMed:30187949	GATA4 overexpression decreased viability, invasion, migration, and epithelial-to-mesenchymal transition of MB-231 and BT549 cells, and markedly induced cell cycle arrest and apoptosis. Our findings suggest that GATA4 is a potential prognostic biomarker and gene therapeutic target for human BrCa.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:decreased;aspect_type:level	Decreased level of protein GATA4/UPKB:P43694	202391	
AN6483-1	increased GATA-4 level	Transcription factor GATA-4	UPKB:P43694	protein	liver cancer	DOID:3571			prognostic	liver	UBERON:0002107		PubMed:27788486	This GATA4/miR125b/DKK3 axis may be a major regulator of growth, migration, invasion, and survival in hepatoma cells, and is therefore a potential therapeutic target or biomarker for progression in HB patients. GATA4 expression and activity were high in liver tumors in children, but not in adults.	assessed_biomarker_entity;best_biomarker_role;biomarker;condition;specimen	change_type:increased;aspect_type:level	Increased level of protein GATA4/UPKB:P43694	202392	
